1486623583;;;;;;;;;;;;;;;;;;;
09.02.2017, 07:59:43;;;;;;;;;;;;;;;;;;;
nagÅ‚Ã³wek1;nagÅ‚Ã³wek2;nagÅ‚Ã³wek3;producent;nr kat.;EAN;nazwa;OEM;Twoja cena;Opis;Gwarancja;PHE;Magazyn;nowoÅ›Ä‡;EU;Opakowanie;producent;url obrazek;Magazyn;Magazyn_limit
Noœniki danych;CD-R noœniki danych;CD-R;NN;DC70MSP9X6;;MEMOREX 700 MB, spindl;;0,42;;24;0;0;0;0,42;0;No Name;http://www.lamaplus.com.pl/all/obr/DC70MSP9X6.jpg;0;-
Noœniki danych;CD-R noœniki danych;CD-R;TD;DC70TDSAXX61;;TDK CD-R, t19865, 10-pack, 700MB, Printable, 52x, 80min., 12cm, Extra fine matt, Printable, slim box, Standard, do archiwizacji da;t19865;12,61;*Producent - TDK<br />*Iloœæ sztuk - 10<br />*Pojemnoœæ - 700MB<br />*Szybkoœæ zapisu - 52x<br />*Slim BOX;24;0;1;0;22,23;1;TDK;http://www.lamaplus.com.pl/all/obr/DC70TDSAXX61.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VECAXX44;23942434382;Verbatim CD-R, 43438, DataLife PLUS, 50-pack, 700MB, Azo, 52x, 80min., 12cm, Inkjet, Wide Printable-No ID Brand, cake box, Standar;43438;32,29;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia dysku Wide White Inkjet jest bia³a i przystosowana do zadruku za pomoc¹ drukarki atramentowej do przezroczystej przestrzeni wokó³ otworu, a œrednica drukowania wynosi 23 - 118 mm.<br />Numer produktu: 43438<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 50 Pack Spindle<br />Powierzchnia: Wide Inkjet Printable - Non ID Branded<br />Obszar zapisywania: 23 &#150* 118mm;24;0;1;0;44,72;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VECAXX44.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VECAXXE1;23942434375;Verbatim CD-R, 43437, DataLife, 10-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, cake box, Standard, d;43437;6,12;P£YTA CDR 700 VERBATIM DATA LIFE CAKE10. <br />* Zestaw 10 p³yt jednokrotnego zapisu CD-R o pojemnoœci 700 MB wiod¹cej w produkcji noœników firmy Verbatim. <br />* Maksymalna prêdkoœæ nagrywania to 52x;24;0;1;0;8,48;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VECAXXE1.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VECAXXE3;23942434320;Verbatim CD-R, 43432, DataLife, 25-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, cake box, Standard, d;43432;12,69;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Bia³a powierzchnia Extra Protection zapewnia dodatkow¹ ochronê delikatnej etykiety dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów przeznaczonych do dysków CD/DVD.<br />Numer produktu: 43432<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 25 Pack Spindle<br />Powierzchnia: Extra Protection;24;0;1;0;17,58;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VECAXXE3.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VECAXXP3;23942434399;Verbatim CD-R, 43439, DataLife PLUS, 25-pack, 700MB, Super Azo, 52x, 80min., 12cm, Printable, cake box, Standard, do archiwizacji ;43439;19,22;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia dysku Wide White Inkjet jest bia³a i przystosowana do zadruku za pomoc¹ drukarki atramentowej do przezroczystej przestrzeni wokó³ otworu, a œrednica drukowania wynosi 23 - 118 mm.<br />Numer produktu: 43439<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 25 Pack Spindle<br />Powierzchnia: Wide Inkjet Printable - ID Branded<br />Obszar zapisywania: 23 &#150* 118mm;24;0;1;0;26,62;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VECAXXP3.jpg;1;42
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VECAXXP4;23942433095;Verbatim CD-R, 43309, DataLife PLUS, 50-pack, 700MB, Super Azo, 52x, 80min., 12cm, Printable, cake box, Standard, do archiwizacji ;43309;38,94;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia dysku Wide White Inkjet jest bia³a i przystosowana do zadruku za pomoc¹ drukarki atramentowej do przezroczystej przestrzeni wokó³ otworu, a œrednica drukowania wynosi 23 - 118 mm.<br />Numer produktu: 43309<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 50 Pack Spindle<br />Powierzchnia: Wide Inkjet Printable - ID Branded<br />Obszar zapisywania: 23 &#150* 118mm;24;0;0;0;52,97;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VECAXXP4.jpg;0;-
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEJAXXP0;23942433255;Verbatim CD-R, 43325, DataLife PLUS, 10-pack, 700MB, Super Azo, 52x, 80min., 12cm, Wide Printable, jewel box, Standard, do archiwi;43325;19,52;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia dysku Wide White Inkjet jest bia³a i przystosowana do zadruku za pomoc¹ drukarki atramentowej do przezroczystej przestrzeni wokó³ otworu, a œrednica drukowania wynosi 23 - 118 mm.<br />Numer produktu: 43325<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 10 Pack Jewel Case<br />Powierzchnia: Wide Inkjet Printable<br />Obszar zapisywania: 23 - 118mm;24;0;0;0;27,03;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEJAXXP0.jpg;0;-
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEJAXXR0;23942433279;Verbatim CD-R, 43327, DataLife PLUS, 10-pack, 700MB, Super Azo, 52x, 80min., 12cm, Crystal, bez mo¿liwoœci nadruku, jewel box, Sta;43327;15,53;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia Crystal zapewnia krystaliczn¹ warstwê zapewniaj¹c¹ bardzo twarde pokrycie dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów do dysków CD/DVD.<br />Numer produktu: 43327<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 10 Pack Jewel Case<br />Powierzchnia: Crystal;24;0;1;0;21,51;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEJAXXR0.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEL9XXE8;23942433477;Verbatim CD-R, 43347, DataLife, 200-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, slim box, Standard, ;43347;250,2;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Bia³a powierzchnia Extra Protection zapewnia dodatkow¹ ochronê delikatnej etykiety dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów przeznaczonych do dysków CD/DVD.<br />Numer produktu: 43347<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: Single Pack Slim (200 Pack)<br />Powierzchnia: Extra Protection;24;0;1;0;346,5;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEL9XXE8.jpg;1;3
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEP9XXA4;23942433439;Verbatim CD-R, 43343, DataLife PLUS, 50-pack, 700MB, Super Azo, 52x, 80min., 12cm, Crystal, bez mo¿liwoœci nadruku, cake box, Stan;43343;34,31;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia Crystal zapewnia krystaliczn¹ warstwê zapewniaj¹c¹ bardzo twarde pokrycie dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów do dysków CD/DVD.<br />Numer produktu: 43343<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 50 Pack Spindle<br />Powierzchnia: Crystal;24;0;1;0;46,27;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEP9XXA4.jpg;1;44
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEP9XXE6;23942434115;Verbatim CD-R, 43411, DataLife, 100-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, cake box, Standard, ;43411;70,8;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Bia³a powierzchnia Extra Protection zapewnia dodatkow¹ ochronê delikatnej etykiety dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów przeznaczonych do dysków CD/DVD.<br />Numer produktu: 43411<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 100 Pack Spindle<br />Powierzchnia: Extra Protection;24;0;0;0;98,05;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEP9XXE6.jpg;0;-
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPAXXA3;23942433521;Verbatim CD-R, 43352, DataLife PLUS, 25-pack, 700MB, Super Azo, 52x, 80min., 12cm, Crystal, bez mo¿liwoœci nadruku, cake box, Stan;43352;16,26;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia Crystal zapewnia krystaliczn¹ warstwê zapewniaj¹c¹ bardzo twarde pokrycie dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów do dysków CD/DVD.<br />Numer produktu: 43352<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 25 Pack Spindle<br />Powierzchnia: Crystal;24;0;1;0;22,52;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPAXXA3.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPAXXE4;23942433514;Verbatim CD-R, 43351, DataLife, 50-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, cake box, Standard, d;43351;24,33;*P³yta Verbatim CD-R Extra Protection 52x 700MB 50 szt kod/43351/, noœnik optyczny jednokrotnego zapisu, pakowana w pude³ko typu Cake. <br />*Specyfikacja mechaniczna noœnika firmy Verbatim jest bardzo precyzyjna, a zapisane na nim dane mo¿na odczytaæ w wielu napêdach. <br />*Dyski Verbatim zapewniaj¹ wysoki poziom zgodnoœci z napêdami dzia³aj¹cymi z ró¿nymi szybkoœciami.<br />*Zastosowane technologie to MKM/Verbatim zapewniaj¹ce najwy¿sz¹ jakoœæ nagrywania.<br />*Warstwa Crystal to twarda, przezroczysta powierzchnia o zwiêkszonej odpornoœci na zadrapania zapewniaj¹ca zmniejszenie ryzyka utraty cennych utworów muzycznych lub wa¿nych danych.;24;0;1;0;33,7;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPAXXE4.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPAXXI4;23942435822;Verbatim CD-R, 43582, DataLife, 50-pack, 700MB, Shiny Silver AZO, 52X, 80min., 12cm, bez mo¿liwoœci nadruku, cake box, Standard, d;43582;38,21;*Producent Verbatim Klasa produktu P³yty CD/DVD / Etui na CD<br />*Typ p³yty CD-R<br />*Pojemnoœæ p³yty 700MB/80min<br />*Maksymalna prêdkoœæ zapisu 52 x<br />*Rodzaj opakowania cake<br />*Iloœæ w opakowaniu 50 szt./opak.<br />*Dodatkowe informacje Shiny Silver | DataLife+ AZO;24;0;0;0;52,89;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPAXXI4.jpg;0;-
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPAXXP4;23942436539;Verbatim CD-R, 43653, DataLife, 50-pack, 700MB, Wide Silver, 52X, No ID Brand, 80min., 12cm, Inkjet, Printable, cake box, Standard;43653;37,58;*Dyski Verbatim CD-R 700 MB jednokrotnego zapisu korzystaj¹ i wyposa¿one s¹ w warstwê nagrywaln¹ AZO firmy Verbatim, która zapewnia bardzo dobr¹ jakoœæ ka¿dego nagrania. <br />*Wysoka zgodnoœæ dysków firmy Verbatim powoduje, ¿e nadaj¹ siê one do udostêpniania danych komputerowych, filmów wideo, zdjêæ czy muzyki. <br />*Specyfikacja mechaniczna noœnika firmy Verbatim jest bardzo precyzyjna, a zapisane na nim dane mo¿na odczytaæ w wielu napêdach. <br />*Dyski Verbatim zapewniaj¹ wysoki poziom zgodnoœci z napêdami dzia³aj¹cymi z ró¿nymi szybkoœciami. <br />*P³yty posiadaj¹ now¹ powierzchnie do nadruku dziêki, której kolory s¹ ¿ywe i g³êbokie. <br />*Dyski z powierzchni¹ do nadruku mog¹ tak¿e mieæ b³yszcz¹ce wykoñczenie. Podobnie jak w przypadku drukowania fotografii, mo¿na wybraæ b³yszcz¹ce lub matowe wykoñczenie. *P³yty firmy Verbatim pozwalaj¹ zapisaæ dane z prêdkoœci¹ mieszcz¹c¹ siê w przedziale 1-52x. <br />*D³ugoœæ zapisu to 80 minut co pozwoli na wygodne przechowywanie danych. <br />*W wygodnym opakowaniu typu szpindel znajdziemy 50 p³yt.;24;0;1;0;52,03;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPAXXP4.jpg;1;9
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VES9XXE1;23942434153;Verbatim CD-R, 43415, DataLife, 10-pack, 700MB, Extra Protection, 52x, 80min., 12cm, bez mo¿liwoœci nadruku, slim box, Standard, d;43415;12,49;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Bia³a powierzchnia Extra Protection zapewnia dodatkow¹ ochronê delikatnej etykiety dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów przeznaczonych do dysków CD/DVD.<br />Numer produktu: 43415<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 10 Pack Slim Case<br />Powierzchnia: Extra Protection;24;0;1;0;17,3;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VES9XXE1.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VESAXXP2;23942434245;Verbatim CD-R, 43424, DataLife PLUS, 20-pack, 700MB, Super Azo, 52x, 80min., 12cm, Wide Printable, slim box, Standard, do archiwiz;43424;34,73;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Powierzchnia dysku Wide White Inkjet jest bia³a i przystosowana do zadruku za pomoc¹ drukarki atramentowej do przezroczystej przestrzeni wokó³ otworu, a œrednica drukowania wynosi 23 - 118 mm.<br />Numer produktu: 43424<br />Pojemnoœæ: 700MB<br />Prêdkoœæ: 52x<br />Opakowanie: 20 Pack Slim Case<br />Powierzchnia: Wide Inkjet Printable - ID Branded<br />Obszar zapisywania: 23 - 118mm;24;0;1;0;48,1;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VESAXXP2.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC80VEJ0XXE0;23942434283;Verbatim CD-R, 43428, DataLife, 10-pack, 800MB, Extra Protection, 40x, 90min., 12cm, bez mo¿liwoœci nadruku, jewel box, Standard, ;43428;19,73;CD-R to dysk o pojemnoœci 700 MB zapewniaj¹cy mo¿liwoœæ nagrywania danych. Zgodnoœæ ze specyfikacj¹ Orange Book Part II Version 3.<br />Specyfikacje mechaniczne dysków firmy Verbatim obejmuj¹ niezwykle dok³adne zasady zapisu danych i odczytu ich w wielu urz¹dzeniach. Dziêki temu dyski firmy Verbatim s¹ zgodne z wieloma napêdami i gwarantuj¹ odczyt oraz zapis przy ró¿nych prêdkoœciach.<br /><br />Nadzwyczajna odpornoœæ na dzia³anie promieni UV.<br />Czas archiwizacji: Dodatkowa ochrona – do 40 lat* AZO – do 100 lat.<br />Najni¿szy wspó³czynnik wystêpowania b³êdów w odniesieniu do wielu nagrywarek CD.<br /><br />Bia³a powierzchnia Extra Protection zapewnia dodatkow¹ ochronê delikatnej etykiety dysku. Mo¿liwoœæ opisywania za pomoc¹ markerów przeznaczonych do dysków CD/DVD.<br />Numer produktu: 43428<br />Pojemnoœæ: 800MB<br />Prêdkoœæ: 40x<br />Opakowanie: 10 Pack Jewel Case<br />Powierzchnia: Extra Protection;24;0;1;0;27,33;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC80VEJ0XXE0.jpg;1;5
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPAXXX4;23942437451;Verbatim CD-R, 43745, DataLife PLUS, 50-pack, 700MB, 52X, Professional, 80min., 12cm, Wide Inkjet Professional, Printable, cake bo;43745;33,78;*Dyski Verbatim CD-R 700 MB jednokrotnego zapisu korzystaj¹ i wyposa¿one s¹ w warstwê nagrywaln¹ AZO firmy Verbatim, która zapewnia bardzo dobr¹ jakoœæ ka¿dego nagrania. <br />*Wysoka zgodnoœæ dysków firmy Verbatim powoduje, ¿e nadaj¹ siê one do udostêpniania danych komputerowych, filmów wideo, zdjêæ czy muzyki. <br />*Specyfikacja mechaniczna noœnika firmy Verbatim jest bardzo precyzyjna, a zapisane na nim dane mo¿na odczytaæ w wielu napêdach. <br />*Dyski Verbatim zapewniaj¹ wysoki poziom zgodnoœci z napêdami dzia³aj¹cymi z ró¿nymi szybkoœciami. <br />*P³yty posiadaj¹ now¹ powierzchnie do nadruku dziêki, której kolory s¹ ¿ywe i g³êbokie. Dyski z powierzchni¹ do nadruku mog¹ tak¿e mieæ b³yszcz¹ce wykoñczenie. Podobnie jak w przypadku drukowania fotografii, mo¿na wybraæ b³yszcz¹ce lub matowe wykoñczenie. <br />*P³yty firmy Verbatim pozwalaj¹ zapisaæ dane z prêdkoœci¹ mieszcz¹c¹ siê w przedziale 1-52x. <br />*D³ugoœæ zapisu to 80 minut co pozwoli na wygodne przechowywanie danych. <br />*W wygodnym opakowaniu typu spindle znajdziemy 50 p³yt.;24;0;1;0;46,79;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPAXXX4.jpg;1;49+
Noœniki danych;CD-R noœniki danych;CD-R;VE;DC70VEPATTX6;23942437185;Verbatim CD-R, 43718, Thermal Surface For Rimage Prism, 100 ks, 700MB, 52x, cake box, do archiwizacji danych;43718;60,3;*Producent Verbatim <br />*Typ noœnika - CD-R <br />*Rozmiar p³yty - 12 cm <br />*Wielkoœæ noœnika - 700 MB <br />*Rodzaj zapisu - Jednokrotny <br />*D³ugoœæ zapisu [min.] 80 <br />*Maksymalna prêdkoœæ nagrywania - 52x <br />*Zastosowane technologie AZO AZO<br />* Odpornoœæ na promieniowanie ultrafioletowe (UV) *Jasnozielony spód Powierzchnia do nadruku Powierzchnia: Thermal Printable;24;0;1;0;83,5;1;Verbatim;http://www.lamaplus.com.pl/all/obr/DC70VEPATTX6.jpg;1;2
Noœniki danych;CD-R noœniki danych;CD-R;IN;DW70INS3XXX1;4,0343E+12;Intenso CD-RW, 2801622, DataLife PLUS, 10-pack, 700MB, 12x, 80min., 12cm, Scratch Resistant, bez mo¿liwoœci nadruku, slim case, re;2801622;15,41;*Producent - Intenso <br />*Rodzaj opakowania - Slim case<br />*Iloœæ sztuk w opakowaniu - 10<br />*Rodzaj noœnika -CD-RW<br />*Pojemnoœæ noœnika - 700 MB<br />*D³ugoœæ zapisu [min.]80<br />*Maksymalna prêdkoœæ nagrywania 12x;24;0;1;0;20,03;1;Intenso;http://www.lamaplus.com.pl/all/obr/DW70INS3XXX1.jpg;1;38
